0.237013025,-0.937333923,0.255401534,0.592334423,0.34780092,0.726756116,-0.770042049,-0.020967545,0.637648496
0.243141609,-0.935317559,0.25702767,0.60050023,0.35323923,0.717371257,-0.761762189,-0.020077627,0.647545563
0.248383722,-0.933376878,0.259062018,0.610000873,0.358470858,0.706680677,-0.752465589,-0.01749992,0.658399036
0.252691251,-0.932030193,0.259743817,0.613918273,0.361943134,0.701499481,-0.747831188,-0.017801306,0.66365023
0.257172508,-0.930738219,0.259978209,0.617243679,0.365205295,0.696875407,-0.743553994,-0.01874729,0.668413044
0.260213873,-0.929503858,0.261364339,0.619826302,0.36835785,0.692912585,-0.740340527,-0.018304976,0.671982762
0.262859535,-0.928220533,0.263270786,0.622394074,0.371632025,0.688850676,-0.737245197,-0.017212792,0.675405981
0.265467595,-0.927083838,0.264655462,0.626708734,0.374531612,0.68334635,-0.732641193,-0.015544423,0.680437545
0.26737268,-0.925739497,0.267428933,0.624150412,0.377826034,0.683874075,-0.734130855,-0.015933366,0.678821048
0.269967762,-0.924525734,0.269015937,0.625947532,0.380810718,0.680568059,-0.731646837,-0.015341574,0.681511219
0.272638731,-0.923497585,0.269852429,0.629434331,0.383332822,0.675920387,-0.727654138,-0.014427694,0.685792459
0.275554373,-0.922406211,0.270622559,0.632414913,0.385970114,0.671623741,-0.72396213,-0.013923117,0.689699196
0.277784554,-0.921433022,0.2716559,0.635486757,0.38832811,0.667351377,-0.720411218,-0.012746177,0.693430034
0.279304363,-0.920600722,0.272916439,0.638194801,0.390345504,0.663579523,-0.717423493,-0.011166803,0.696547797
0.280747826,-0.919757226,0.274275961,0.642399524,0.3923931,0.658293632,-0.71309432,-0.008619759,0.701015114
0.282549986,-0.918939637,0.275164405,0.647173005,0.39434847,0.652423471,-0.708048449,-0.006263267,0.706136081
0.2841549,-0.918160878,0.276109753,0.649581997,0.396175773,0.648912927,-0.705194457,-0.005035863,0.708996063
0.285335131,-0.91729622,0.277761604,0.648340402,0.398173139,0.648932103,-0.705860174,-0.005079056,0.708332985
0.287835852,-0.916731525,0.277044821,0.656544369,0.3994974,0.639805688,-0.69720873,-0.002266798,0.716864595
0.291666597,-0.916354304,0.274272464,0.66856732,0.400367883,0.62667639,-0.684067493,0.000589036,0.729418479
0.293175951,-0.915942298,0.274039356,0.670106647,0.401309585,0.624425895,-0.681912709,0.000568939,0.731433342
0.294499251,-0.915595242,0.2737801,0.671653898,0.402100673,0.622250826,-0.679817058,0.000633069,0.73338146
0.29554948,-0.915418134,0.273240087,0.672318562,0.402504202,0.621271373,-0.678703364,8.80E-05,0.734412511
0.296462548,-0.915311286,0.272608158,0.673182168,0.402746982,0.620177908,-0.677447951,-0.000344572,0.735570632
0.296897325,-0.915395288,0.27185188,0.673833363,0.402555423,0.619594811,-0.676609619,-0.000773176,0.736341514
0.296558363,-0.915693377,0.271217211,0.673502304,0.40187548,0.620395636,-0.677087722,-0.001318098,0.735901134
0.295938015,-0.916117123,0.270462768,0.672361522,0.400904131,0.622258678,-0.67849147,-0.00230124,0.734604675
0.295490736,-0.916565515,0.269430661,0.671114961,0.399867928,0.624267851,-0.679919064,-0.003646419,0.733278099
0.293899418,-0.917810883,0.266920053,0.662091232,0.396889209,0.635699738,-0.689389826,-0.010106357,0.724320046
0.291981646,-0.919334803,0.263761707,0.649273605,0.393023665,0.651134537,-0.702275234,-0.018865819,0.711655519
0.290422012,-0.920662054,0.260837951,0.637728383,0.389449318,0.664553789,-0.713412618,-0.026657284,0.700236978
0.287451131,-0.922157919,0.258837052,0.624951871,0.385369434,0.678914986,-0.725814719,-0.03339418,0.687079197
0.284676477,-0.923258094,0.257980222,0.616648486,0.382412986,0.688116961,-0.733964541,-0.036807599,0.678189688
0.281295944,-0.924408048,0.257570093,0.608642291,0.37937916,0.696868721,-0.74190778,-0.039258293,0.669351651
