-0.18561,-0.96295,-0.19565,0.060633,0.1875,-0.98039,0.98075,-0.19383,0.023585,-0.14683,-0.8746,-0.46208,0.31192,0.40237,-0.8607,0.9387,-0.27051,0.21372,-0.13848,-0.96865,-0.20627,-0.26717,0.23709,-0.93403,0.95365,-0.07424,-0.29163,-0.13195,-0.88834,-0.43982,0.61231,0.27588,-0.74093,0.77953,-0.36707,0.50753
-0.18565,-0.96294,-0.19565,0.060364,0.18755,-0.9804,0.98076,-0.19382,0.023307,-0.14688,-0.87458,-0.46209,0.31185,0.40239,-0.86072,0.93871,-0.27053,0.21363,-0.1385,-0.96861,-0.2064,-0.26743,0.23725,-0.93391,0.95357,-0.074153,-0.29189,-0.13195,-0.88833,-0.43984,0.61221,0.27594,-0.74098,0.77961,-0.36705,0.50743
-0.18582,-0.96292,-0.1956,0.060035,0.18756,-0.98042,0.98075,-0.19393,0.022955,-0.14708,-0.87459,-0.46202,0.31173,0.40231,-0.86079,0.93872,-0.27063,0.21347,-0.13868,-0.96857,-0.20651,-0.26775,0.23743,-0.93378,0.95346,-0.074199,-0.29226,-0.13205,-0.88831,-0.43985,0.61204,0.27598,-0.74111,0.77973,-0.36707,0.50723
-0.18593,-0.96289,-0.19566,0.059668,0.1877,-0.98041,0.98075,-0.19396,0.022555,-0.14721,-0.87456,-0.46203,0.31167,0.40231,-0.86082,0.93872,-0.27072,0.21336,-0.13887,-0.9685,-0.20667,-0.26803,0.23766,-0.93364,0.95335,-0.074263,-0.29259,-0.1322,-0.88828,-0.43986,0.61186,0.27599,-0.74125,0.77984,-0.36713,0.50702
-0.18601,-0.96286,-0.19572,0.059283,0.18783,-0.98041,0.98076,-0.19397,0.022143,-0.14726,-0.87454,-0.46205,0.31153,0.40236,-0.86085,0.93876,-0.27071,0.21319,-0.139,-0.96844,-0.20688,-0.26834,0.23792,-0.93348,0.95324,-0.07424,-0.29294,-0.13223,-0.88826,-0.4399,0.61166,0.2761,-0.74138,0.77999,-0.3671,0.5068
-0.1861,-0.96285,-0.19565,0.05906,0.1878,-0.98043,0.98075,-0.19401,0.021916,-0.14734,-0.87454,-0.46202,0.31142,0.40234,-0.8609,0.93878,-0.27073,0.21307,-0.13918,-0.96839,-0.207,-0.26852,0.23811,-0.93338,0.95317,-0.074329,-0.29317,-0.13229,-0.88825,-0.43991,0.61156,0.27613,-0.74145,0.78006,-0.36712,0.50668
-0.18618,-0.96287,-0.19551,0.058759,0.18772,-0.98046,0.98076,-0.19403,0.021626,-0.14737,-0.87456,-0.46198,0.31137,0.40231,-0.86092,0.93879,-0.27072,0.21302,-0.13938,-0.96836,-0.20703,-0.26873,0.23821,-0.93329,0.95308,-0.074447,-0.29343,-0.13233,-0.88825,-0.4399,0.61143,0.27615,-0.74154,0.78015,-0.3671,0.50656
-0.18629,-0.96286,-0.19542,0.058645,0.18765,-0.98048,0.98074,-0.19412,0.021508,-0.14738,-0.87453,-0.46204,0.31149,0.40233,-0.86087,0.93875,-0.2708,0.21311,-0.13958,-0.96833,-0.20703,-0.26879,0.23828,-0.93326,0.95303,-0.074617,-0.29354,-0.1323,-0.88825,-0.4399,0.61141,0.27618,-0.74155,0.78017,-0.36706,0.50655
-0.18645,-0.96287,-0.19525,0.058482,0.1875,-0.98052,0.98072,-0.19424,0.02135,-0.14742,-0.87452,-0.46205,0.31154,0.40232,-0.86086,0.93873,-0.27085,0.21314,-0.13977,-0.96831,-0.20698,-0.26888,0.2383,-0.93323,0.95298,-0.074787,-0.29367,-0.13231,-0.88826,-0.43987,0.61135,0.27618,-0.74161,0.78022,-0.36704,0.5065
-0.18655,-0.96289,-0.19507,0.058334,0.18735,-0.98056,0.98071,-0.1943,0.02122,-0.14746,-0.8745,-0.46206,0.31154,0.40232,-0.86086,0.93872,-0.27089,0.21311,-0.13984,-0.96832,-0.20688,-0.26897,0.23822,-0.93322,0.95294,-0.074863,-0.29376,-0.13238,-0.88825,-0.43987,0.6113,0.27617,-0.74165,0.78025,-0.36707,0.50643
-0.1866,-0.96291,-0.19487,0.058182,0.18718,-0.9806,0.98071,-0.19432,0.021097,-0.1475,-0.8745,-0.46205,0.31157,0.40229,-0.86086,0.9387,-0.27094,0.21314,-0.1399,-0.96833,-0.2068,-0.26911,0.23817,-0.9332,0.95289,-0.074903,-0.29391,-0.13239,-0.88825,-0.43988,0.61127,0.27618,-0.74167,0.78027,-0.36707,0.50639
-0.18667,-0.96293,-0.19474,0.057997,0.18708,-0.98063,0.98071,-0.19435,0.020925,-0.14754,-0.87451,-0.46203,0.31163,0.40224,-0.86087,0.93868,-0.271,0.21317,-0.13996,-0.96833,-0.20674,-0.26922,0.23815,-0.93317,0.95285,-0.074947,-0.29403,-0.13248,-0.88825,-0.43985,0.6112,0.27614,-0.74174,0.78031,-0.3671,0.50631
-0.18668,-0.96294,-0.19466,0.057934,0.18701,-0.98065,0.98071,-0.19435,0.020876,-0.14755,-0.87451,-0.46201,0.3117,0.40221,-0.86086,0.93865,-0.27103,0.21324,-0.13997,-0.96833,-0.20675,-0.2692,0.23816,-0.93317,0.95286,-0.074957,-0.29401,-0.13247,-0.88827,-0.4398,0.61113,0.27613,-0.7418,0.78036,-0.36704,0.50628
-0.1867,-0.96295,-0.19459,0.057906,0.18694,-0.98066,0.98071,-0.19436,0.020858,-0.14757,-0.87452,-0.462,0.31176,0.40217,-0.86085,0.93863,-0.27107,0.21329,-0.13999,-0.96832,-0.20681,-0.26921,0.23822,-0.93316,0.95285,-0.074954,-0.29403,-0.13246,-0.88831,-0.43973,0.61108,0.27612,-0.74185,0.78041,-0.36698,0.50625
-0.18668,-0.96297,-0.19452,0.057823,0.18689,-0.98068,0.98072,-0.19432,0.020793,-0.14755,-0.87453,-0.46199,0.31176,0.40216,-0.86085,0.93863,-0.27105,0.21331,-0.14003,-0.9683,-0.20684,-0.26923,0.23826,-0.93314,0.95284,-0.074979,-0.29406,-0.13237,-0.88836,-0.43966,0.61097,0.27616,-0.74193,0.78051,-0.36683,0.5062
-0.18674,-0.96296,-0.1945,0.057636,0.1869,-0.98069,0.98072,-0.19434,0.020599,-0.14764,-0.87453,-0.46196,0.31176,0.40211,-0.86088,0.93862,-0.27112,0.21327,-0.14013,-0.96826,-0.20695,-0.2693,0.23841,-0.93308,0.95281,-0.075023,-0.29416,-0.13239,-0.88838,-0.43961,0.61085,0.27616,-0.74202,0.7806,-0.36677,0.5061
-0.18678,-0.96296,-0.19447,0.0574,0.18692,-0.9807,0.98072,-0.19434,0.020361,-0.14769,-0.87453,-0.46194,0.31176,0.40209,-0.86089,0.93861,-0.27116,0.21326,-0.14019,-0.96822,-0.20713,-0.26944,0.23861,-0.93299,0.95276,-0.074984,-0.29433,-0.13241,-0.88841,-0.43954,0.61077,0.27612,-0.7421,0.78065,-0.36673,0.50605
-0.18684,-0.96296,-0.1944,0.057103,0.18691,-0.98072,0.98073,-0.19433,0.020066,-0.14771,-0.87452,-0.46195,0.31167,0.40211,-0.86091,0.93864,-0.27114,0.21316,-0.14021,-0.96819,-0.20723,-0.26965,0.23873,-0.9329,0.9527,-0.074921,-0.29454,-0.13238,-0.88844,-0.43949,0.61068,0.27614,-0.74217,0.78073,-0.36664,0.506
-0.18683,-0.96299,-0.19429,0.056836,0.18685,-0.98074,0.98075,-0.19427,0.019824,-0.14771,-0.87453,-0.46194,0.31168,0.4021,-0.86091,0.93864,-0.27114,0.21318,-0.14024,-0.96819,-0.20724,-0.26983,0.23876,-0.93284,0.95264,-0.074898,-0.29473,-0.13235,-0.88842,-0.43955,0.61065,0.27622,-0.74217,0.78076,-0.36663,0.50595
-0.18671,-0.96303,-0.19419,0.056555,0.1868,-0.98077,0.98079,-0.19411,0.019586,-0.14766,-0.87454,-0.46193,0.31168,0.40211,-0.86091,0.93865,-0.27109,0.2132,-0.1402,-0.9682,-0.20719,-0.26996,0.23871,-0.93281,0.95261,-0.074844,-0.29484,-0.13225,-0.88843,-0.43954,0.61062,0.27629,-0.74217,0.78081,-0.36654,0.50595
-0.18662,-0.96308,-0.19406,0.056482,0.18669,-0.98079,0.98081,-0.194,0.019557,-0.14762,-0.87456,-0.4619,0.31165,0.40209,-0.86093,0.93866,-0.27104,0.2132,-0.14007,-0.96825,-0.20705,-0.27002,0.23854,-0.93284,0.95261,-0.074754,-0.29486,-0.13213,-0.88846,-0.43953,0.61063,0.27633,-0.74214,0.78081,-0.36645,0.50601
-0.18645,-0.96312,-0.19398,0.056481,0.18661,-0.98081,0.98084,-0.19383,0.019605,-0.14751,-0.87455,-0.46196,0.31174,0.40215,-0.86087,0.93865,-0.271,0.21332,-0.13984,-0.96831,-0.20694,-0.27005,0.23837,-0.93287,0.95264,-0.074572,-0.29483,-0.13199,-0.88846,-0.43957,0.61065,0.27643,-0.74208,0.78082,-0.36637,0.50606
