-0.20206,-0.94166,-0.26915,0.23888,0.21914,-0.946,0.94979,-0.25544,0.18066,-0.13489,-0.88791,-0.4398,0.35813,0.37017,-0.85716,0.92388,-0.27313,0.26805,-0.062576,-0.96485,-0.25523,-0.28802,0.26231,-0.921,0.95558,0.015879,-0.29431,-0.03142,-0.8904,-0.45409,0.75552,0.27628,-0.59402,0.65437,-0.36174,0.66403
-0.20235,-0.94161,-0.26913,0.23841,0.21918,-0.94611,0.94985,-0.2556,0.18013,-0.13494,-0.88793,-0.43974,0.35799,0.37013,-0.85723,0.92392,-0.2731,0.26793,-0.06308,-0.96475,-0.25549,-0.28811,0.2627,-0.92086,0.95552,0.015522,-0.29453,-0.031501,-0.89042,-0.45405,0.75549,0.27622,-0.59409,0.65441,-0.36175,0.664
-0.20267,-0.94156,-0.26906,0.23787,0.21919,-0.94624,0.94992,-0.25578,0.17954,-0.13506,-0.88797,-0.43963,0.35781,0.37005,-0.85734,0.92397,-0.2731,0.26775,-0.063585,-0.96466,-0.25572,-0.28812,0.26308,-0.92075,0.95548,0.015134,-0.29467,-0.031679,-0.89044,-0.45399,0.75541,0.2761,-0.59424,0.65449,-0.36178,0.6639
-0.20297,-0.9415,-0.26904,0.23743,0.21923,-0.94634,0.94996,-0.25596,0.17904,-0.13515,-0.88798,-0.43957,0.3577,0.37,-0.85741,0.924,-0.27311,0.26763,-0.063578,-0.96463,-0.25584,-0.28797,0.26319,-0.92076,0.95553,0.015135,-0.29452,-0.031885,-0.8904,-0.45405,0.75532,0.27605,-0.59438,0.65458,-0.36191,0.66374
-0.20329,-0.94147,-0.26891,0.23703,0.21916,-0.94646,0.95,-0.25614,0.1786,-0.1353,-0.88801,-0.43946,0.35756,0.36989,-0.85752,0.92404,-0.27316,0.26747,-0.063891,-0.96459,-0.25592,-0.2878,0.26336,-0.92077,0.95556,0.014825,-0.29443,-0.032011,-0.89041,-0.45403,0.75521,0.27601,-0.59453,0.6547,-0.36192,0.66361
-0.20367,-0.94144,-0.26871,0.23666,0.21899,-0.94659,0.95001,-0.25638,0.1782,-0.13546,-0.88802,-0.4394,0.35742,0.36983,-0.8576,0.92407,-0.27322,0.2673,-0.064166,-0.96457,-0.25591,-0.28764,0.26343,-0.9208,0.95559,0.014525,-0.29435,-0.032164,-0.89042,-0.45401,0.75517,0.27591,-0.59463,0.65474,-0.36198,0.66354
-0.20393,-0.94145,-0.26849,0.23639,0.21879,-0.94671,0.95002,-0.25653,0.17793,-0.13559,-0.88804,-0.43931,0.35737,0.36972,-0.85767,0.92407,-0.27329,0.26723,-0.064367,-0.96456,-0.25589,-0.28739,0.26348,-0.92086,0.95565,0.014267,-0.29416,-0.032362,-0.89046,-0.45392,0.75519,0.27571,-0.59471,0.65471,-0.36204,0.66354
-0.20421,-0.94144,-0.26832,0.23608,0.21865,-0.94682,0.95004,-0.25669,0.1776,-0.13566,-0.88808,-0.43922,0.35726,0.36965,-0.85774,0.9241,-0.27328,0.26713,-0.064557,-0.96454,-0.25593,-0.28709,0.26358,-0.92093,0.95573,0.014022,-0.29392,-0.032526,-0.89048,-0.45386,0.75518,0.27556,-0.59478,0.65471,-0.36209,0.66351
-0.20452,-0.94142,-0.26815,0.23573,0.21851,-0.94693,0.95005,-0.25688,0.17723,-0.13576,-0.88809,-0.43917,0.35709,0.36962,-0.85783,0.92415,-0.27328,0.26695,-0.064772,-0.96449,-0.25607,-0.28688,0.26377,-0.92094,0.95577,0.013811,-0.29378,-0.032676,-0.89052,-0.45377,0.75514,0.27542,-0.59489,0.65474,-0.3621,0.66347
-0.20485,-0.94139,-0.268,0.23546,0.21837,-0.94703,0.95005,-0.2571,0.17693,-0.13581,-0.88814,-0.43904,0.35703,0.3695,-0.8579,0.92417,-0.27326,0.26692,-0.065006,-0.96444,-0.25617,-0.28669,0.26394,-0.92095,0.95582,0.013575,-0.29365,-0.032715,-0.89064,-0.45354,0.75511,0.27526,-0.59502,0.65479,-0.36193,0.66352
