-0.2781,-0.96054,0.004117,0.1465,-0.046649,-0.98811,0.94932,-0.27419,0.15369,-0.14296,-0.94351,-0.29893,0.19396,0.26947,-0.94327,0.97054,-0.19283,0.14448,-0.042534,-0.98678,-0.15639,-0.56275,0.153,-0.81234,0.82553,0.053457,-0.56182,-0.054957,-0.94712,-0.31613,0.20743,0.29887,-0.93148,0.9767,-0.11677,0.18004
-0.27797,-0.96058,0.0038713,0.14657,-0.046397,-0.98811,0.94934,-0.2741,0.15369,-0.14272,-0.94344,-0.29926,0.194,0.26982,-0.94316,0.97056,-0.19266,0.14452,-0.042326,-0.98676,-0.15655,-0.56244,0.15303,-0.81255,0.82575,0.053656,-0.56147,-0.05515,-0.94702,-0.31641,0.20696,0.29917,-0.93149,0.97679,-0.11686,0.1795
-0.27797,-0.96058,0.0036061,0.1466,-0.046132,-0.98812,0.94934,-0.27414,0.15364,-0.14259,-0.94336,-0.29957,0.19396,0.27016,-0.94307,0.97059,-0.19258,0.14445,-0.042321,-0.98673,-0.15677,-0.56218,0.15324,-0.8127,0.82593,0.053741,-0.5612,-0.055503,-0.94689,-0.31674,0.20655,0.29948,-0.93148,0.97686,-0.11712,0.17896
-0.27797,-0.96058,0.0034232,0.14656,-0.045931,-0.98814,0.94934,-0.27417,0.15355,-0.14252,-0.94328,-0.29985,0.19389,0.27047,-0.943,0.97062,-0.19253,0.14434,-0.042392,-0.98671,-0.15688,-0.56189,0.15339,-0.81287,0.82613,0.053692,-0.56092,-0.055863,-0.94678,-0.31698,0.20617,0.2997,-0.93149,0.97692,-0.11739,0.17846
-0.27809,-0.96055,0.0032899,0.14659,-0.045823,-0.98814,0.9493,-0.27431,0.15355,-0.14251,-0.94323,-0.30002,0.19393,0.27063,-0.94295,0.97061,-0.19257,0.14435,-0.042518,-0.98669,-0.15698,-0.56151,0.15356,-0.8131,0.82638,0.053577,-0.56056,-0.056192,-0.94671,-0.31716,0.2059,0.29984,-0.9315,0.97696,-0.11765,0.17808
-0.27831,-0.96049,0.0032435,0.14661,-0.045817,-0.98813,0.94924,-0.27453,0.15357,-0.14259,-0.94315,-0.30024,0.19387,0.27085,-0.9429,0.97061,-0.19265,0.14423,-0.042701,-0.98667,-0.15703,-0.56109,0.15373,-0.81335,0.82665,0.053377,-0.56018,-0.056532,-0.94662,-0.31737,0.20569,0.30001,-0.93149,0.97698,-0.11794,0.17775
-0.27854,-0.96042,0.0033264,0.14672,-0.045972,-0.98811,0.94915,-0.27474,0.15371,-0.14268,-0.94305,-0.30049,0.19382,0.2711,-0.94284,0.97061,-0.19276,0.1441,-0.042931,-0.98666,-0.15703,-0.56074,0.15388,-0.81357,0.82688,0.053128,-0.55986,-0.056883,-0.94654,-0.31754,0.20549,0.30014,-0.9315,0.977,-0.11824,0.17743
-0.27883,-0.96034,0.0033863,0.14707,-0.046184,-0.98805,0.94901,-0.275,0.15411,-0.14281,-0.94297,-0.30068,0.19393,0.27125,-0.94277,0.97057,-0.19294,0.14413,-0.043213,-0.98666,-0.15696,-0.56026,0.15401,-0.81388,0.82719,0.05277,-0.55944,-0.057256,-0.94647,-0.31767,0.20544,0.30021,-0.93149,0.97699,-0.11859,0.17725
-0.27917,-0.96023,0.0035012,0.14743,-0.046466,-0.98798,0.94886,-0.2753,0.15454,-0.143,-0.94289,-0.30084,0.19398,0.27136,-0.94273,0.97053,-0.19317,0.1441,-0.04356,-0.98667,-0.15681,-0.5599,0.1541,-0.81411,0.82742,0.052332,-0.55915,-0.057662,-0.94643,-0.31772,0.20532,0.30021,-0.93152,0.977,-0.11895,0.17701
-0.27955,-0.96012,0.0037942,0.14744,-0.046834,-0.98796,0.94874,-0.27562,0.15466,-0.14324,-0.94285,-0.30085,0.19376,0.27139,-0.94276,0.97053,-0.19334,0.14381,-0.043995,-0.98668,-0.15664,-0.55974,0.15421,-0.81419,0.8275,0.051856,-0.55907,-0.058112,-0.94643,-0.31763,0.20487,0.30009,-0.93165,0.97706,-0.11921,0.17646
